,operand1,operand2,target
56,22,62,169905020112861671722994881955556185939883284055273330799435849446631273442295414784
57,69,55,136993509177421538553878230999887225331212604483193690005751297023807256957880683484357920611548482349
58,65,16,101534516782101416168212890625
59,51,87,36191394764721620394179297384794681600672072904814454730292649505175981851454028965466111613659387862533376568160045997022445956600682720583539981851
60,80,58,239452428260295134118491722992235809940427987841187840000000000000000000000000000000000000000000000000000000000
61,43,1,43
62,20,70,11805916207174113034240000000000000000000000000000000000000000000000000000000000000000000000
63,26,94,10174069716604369309304416322530664239312497878912067140184427406514181743894180475475077708785265435362433788689418436168944216702976
64,66,72,101663102471841094250188077697541998149979553960467932340457442574450515840303918002048853154665640969312639599784974464409095110656
65,25,31,21684043449710088680149056017398834228515625
66,73,75,56132516027336030932871231265015481927311731288980935360510376573970551622368403272473134057431911253436789110157994004561984937840471716057
67,97,10,73742412689492826049
68,97,36,334027661875095082935878165689897695724025886105865253311336914562753921
69,77,52,125175031387280442453802549885845967166437104750842196797775908220533149719646694461467646765738321
70,27,41,48519278097689642681155855396759336072749841943521979872827
71,83,14,736365263311636486061599129
72,96,81,36641215846594889168241251572874574952235984485440091875070727507181018477657880806688431593357281130631147290091033308550552876161082602036279534116395282333696
73,30,66,30903154382632612361920641803529000000000000000000000000000000000000000000000000000000000000000000
74,96,2,9216
75,54,6,24794911296
76,56,86,2208870842834672289040856081495017913000270615524210116337786158783470936783179878069614443424822607076023513966842909257692896965241008199454850809856
77,16,55,1684996666696914987166688442938726917102321526408785780068975640576
78,16,96,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816
79,94,64,1906262174603609240179178656657625086945986037788719949935941357851066322596406102384587670757587004664979877271875661328285696
80,72,29,728857113063526668247098229876984590549890725463457792
81,91,15,243008175525757569678159896851
82,18,47,99496485353387187385832781957996196154754815554211159212032
83,97,61,15598246895092955513443352386309396583401527586016822407020611754291026801166140429261857563228075418881342331811243126497
84,1,19,1
85,85,18,53646409805556201900516510009765625
86,44,5,164916224
87,29,71,67648450090648001057730725106259912448209981160136130711212205272088001379865041782637074278062384300629
88,90,43,1077526366430581780974246602404534239511290000000000000000000000000000000000000000000
89,2,94,19807040628566084398385987584
90,49,31,24893071176241544900787221684958608586849291716964049
91,14,81,686073887307943297105495230589036722451111294974610014445651956786182470164887566108237758464
92,23,43,35834136918934220777541995677272642015423987712183913488967
93,33,3,35937
94,72,11,269561249468963094528
95,25,17,582076609134674072265625
96,53,51,8671003262735034579023711826309977044689730554889868581169501915121652050249278498133197
97,10,43,10000000000000000000000000000000000000000000
98,55,44,37666766318901870271817305235056540626622160294800778501667082309722900390625
99,57,67,4401648212852229871408834087686434206572658072797277154758744110866594818082569452861114633498563497449406548117113193
